1,美国,39,41,33,113
2,中国,38,32,19,89
3,日本,27,14,17,58
4,英国,22,20,22,64
5,俄罗斯奥运队,20,28,23,71
6,澳大利亚,17,7,22,46
7,荷兰,10,12,14,36
8,法国,10,12,11,33
9,德国,10,11,16,37
10,意大利,10,10,20,40
